Category,City,Country,Customer.ID,Customer.Name,Discount,Market,记录数,Order.Date,Order.ID,Order.Priority,Product.ID,Product.Name,Profit,Quantity,Region,Row.ID,Sales,Segment,Ship.Date,Ship.Mode,Shipping.Cost,State,Sub.Category,Year,Market2,weeknum
Furniture,Johannesburg,South Africa,CB-197048,Chad Bern,0.2,Africa,1,2014-09-06 00:00:00.000,AF-2014-122086,Medium,FUR-CH-10023443,"Apple Chair, Premium",-6.468,5,Africa,20457,94,Consumer,2014-09-11 00:00:00.000,Standard Class,15.298,Gauteng,Chairs,2014,Africa,36
Furniture,Paris,France,FW-118652,Fred Wilson,0.0,EU,1,2014-09-06 00:00:00.000,EU-2014-141554,High,FUR-CH-10006895,"Apple Chair, Premium",35.034,3,Central,2921,161,Consumer,2014-09-09 00:00:00.000,First Class,21.755,Ile-de-France,Chairs,2014,EU,36
Furniture,Houston,United States,RM-196847,Rick Marley,0.0,US,1,2014-09-06 00:00:00.000,CA-2014-121189,High,FUR-BO-10031717,"Xerox Bookcase, Deluxe",4.691,3,Central,30479,150,Consumer,2014-09-11 00:00:00.000,Standard Class,25.155,Texas,Bookcases,2014,North America,36
Furniture,Kiev,Ukraine,MN-193649,Maria Nguyen,0.0,EMEA,1,2014-09-06 00:00:00.000,EM-2014-149735,Medium,FUR-BO-10038612,"Samsung Bookcase, Standard",30.657,5,EMEA,6836,113,Consumer,2014-09-12 00:00:00.000,Standard Class,21.121,Kyiv,Bookcases,2014,EMEA,36
Furniture,Kiev,Ukraine,GC-173202,Grace Carroll,0.7,EMEA,1,2014-09-07 00:00:00.000,EM-2014-141324,Low,FUR-FU-10008274,"Cisco Furnishing, Economy",-369.012,3,EMEA,37505,513,Corporate,2014-09-12 00:00:00.000,Standard Class,60.22,Kyiv,Furnishings,2014,EMEA,36
Furniture,London,United Kingdom,FS-201564,Fred Saunders,0.6,EU,1,2014-09-07 00:00:00.000,EU-2014-103116,Medium,FUR-CH-10033096,"Avery Chair, Standard",-99.9,3,North,46942,259,Corporate,2014-09-12 00:00:00.000,Second Class,31.443,England,Chairs,2014,EU,36
Furniture,Tokyo,Japan,CK-111069,Chad Kim,0.0,APAC,1,2014-09-07 00:00:00.000,AP-2014-128240,Medium,FUR-FU-10037233,"Fellowes Furnishing, Deluxe",32.603,4,North Asia,20722,99,Consumer,2014-09-08 00:00:00.000,First Class,6.595,Tokyo,Furnishings,2014,APAC,36
Furniture,Madrid,Spain,VB-124935,Victor Bern,0.1,EU,1,2014-09-08 00:00:00.000,EU-2014-141884,High,FUR-CH-10001379,"Eldon Chair, Premium",159.165,2,South,61,978,Corporate,2014-09-13 00:00:00.000,Standard Class,22.206,Madrid,Chairs,2014,EU,37
Furniture,Madrid,Spain,NP-102462,Nick Patel,0.0,EU,1,2014-09-08 00:00:00.000,EU-2014-137051,Medium,FUR-CH-10033096,"Avery Chair, Standard",0.942,2,South,14476,13,Corporate,2014-09-14 00:00:00.000,Standard Class,2.509,Madrid,Chairs,2014,EU,37
Furniture,Tokyo,Japan,PP-177637,Pete Patel,0.4,APAC,1,2014-09-08 00:00:00.000,AP-2014-122875,Medium,FUR-TA-10053781,"Fellowes Table, Deluxe",-2.307,3,North Asia,48044,19,Consumer,2014-09-08 00:00:00.000,Same Day,2.345,Tokyo,Tables,2014,APAC,37
Furniture,Berlin,Germany,FB-179098,Fred Bern,0.0,EU,1,2014-09-08 00:00:00.000,EU-2014-146987,Critical,FUR-BO-10033096,"Avery Bookcase, Standard",160.494,1,Central,20903,360,Corporate,2014-09-15 00:00:00.000,Standard Class,42.201,Berlin,Bookcases,2014,EU,37
Furniture,Tokyo,Japan,PK-160898,Pete Kim,0.0,APAC,1,2014-09-08 00:00:00.000,AP-2014-118655,High,FUR-FU-10024822,"Cisco Furnishing, Economy",35.305,3,North Asia,39396,77,Corporate,2014-09-09 00:00:00.000,First Class,5.285,Tokyo,Furnishings,2014,APAC,37
Furniture,Mexico City,Mexico,AS-158854,Alice Sievert,0.2,LATAM,1,2014-09-08 00:00:00.000,LA-2014-120459,Medium,FUR-CH-10033096,"Avery Chair, Standard",-1.602,3,Central America,21562,68,Consumer,2014-09-12 00:00:00.000,Second Class,7.642,Distrito Federal,Chairs,2014,LATAM,37
Furniture,Istanbul,Turkey,LR-106926,Lycoris Redmond,0.3,EMEA,1,2014-09-08 00:00:00.000,EM-2014-140141,High,FUR-FU-10002758,"Acco Furnishing, Economy",-1.018,2,EMEA,19479,6,Consumer,2014-09-14 00:00:00.000,Standard Class,0.949,Istanbul,Furnishings,2014,EMEA,37
Furniture,São Paulo,Brazil,SP-118478,Susan Prichep,0.0,LATAM,1,2014-09-08 00:00:00.000,LA-2014-154950,High,FUR-BO-10045507,"Stockwell Bookcase, Premium",12.477,2,South America,23299,79,Consumer,2014-09-15 00:00:00.000,Standard Class,3.041,São Paulo,Bookcases,2014,LATAM,37
Furniture,Tehran,Iran,PM-146394,Pete McCarthy,0.2,EMEA,1,2014-09-08 00:00:00.000,EM-2014-117951,Low,FUR-BO-10016548,"Avery Bookcase, Standard",0.574,3,EMEA,30367,7,Corporate,2014-09-10 00:00:00.000,Second Class,1.296,Tehran,Bookcases,2014,EMEA,37
Furniture,Madrid,Spain,EL-117877,Emily Lonsdale,0.0,EU,1,2014-09-08 00:00:00.000,EU-2014-148410,Medium,FUR-FU-10006895,"Apple Furnishing, Premium",17.021,5,South,39614,49,Consumer,2014-09-13 00:00:00.000,Standard Class,5.734,Madrid,Furnishings,2014,EU,37
Furniture,Cairo,Egypt,OV-119503,Olivia Van Huff,0.1,Africa,1,2014-09-09 00:00:00.000,AF-2014-149947,Medium,FUR-BO-10008274,"Cisco Bookcase, Economy",19.91,5,Africa,49976,127,Consumer,2014-09-14 00:00:00.000,Standard Class,20.367,Cairo,Bookcases,2014,Africa,37
Furniture,Mexico City,Mexico,AL-159692,Alice Lonsdale,0.0,LATAM,1,2014-09-09 00:00:00.000,LA-2014-100295,Medium,FUR-BO-10006895,"Apple Bookcase, Premium",30.758,7,Central America,14693,126,Consumer,2014-09-15 00:00:00.000,Standard Class,14.12,Distrito Federal,Bookcases,2014,LATAM,37
Furniture,Mumbai,India,AP-178285,Alice Prichep,0.7,APAC,1,2014-09-09 00:00:00.000,AP-2014-112962,Medium,FUR-FU-10022064,"Samsung Furnishing, Standard",-2.655,4,Central Asia,22187,6,Consumer,2014-09-14 00:00:00.000,Standard Class,1.493,Maharashtra,Furnishings,2014,APAC,37
Furniture,Tehran,Iran,MP-197037,Mark Price,0.0,EMEA,1,2014-09-09 00:00:00.000,EM-2014-119795,Medium,FUR-FU-10022064,"Samsung Furnishing, Standard",268.394,3,EMEA,13867,913,Corporate,2014-09-14 00:00:00.000,Standard Class,65.465,Tehran,Furnishings,2014,EMEA,37
Furniture,Chicago,United States,GP-181411,Grace Price,0.1,US,1,2014-09-09 00:00:00.000,CA-2014-148890,Medium,FUR-BO-10038612,"Samsung Bookcase, Standard",60.808,5,Central,20683,417,Consumer,2014-09-10 00:00:00.000,First Class,63.192,Illinois,Bookcases,2014,North America,37
Furniture,Tokyo,Japan,HM-174855,Hallie Marley,0.0,APAC,1,2014-09-09 00:00:00.000,AP-2014-127842,Medium,FUR-BO-10042749,"Hon Bookcase, Deluxe",2.353,3,North Asia,48032,14,Corporate,2014-09-12 00:00:00.000,First Class,2.342,Tokyo,Bookcases,2014,APAC,37
Furniture,Montreal,Canada,LS-103827,Lycoris Sievert,0.5,Canada,1,2014-09-09 00:00:00.000,CA-2014-156339,Medium,FUR-TA-10028959,"Stockwell Table, Premium",-16.369,6,Canada,39358,66,Consumer,2014-09-15 00:00:00.000,Standard Class,12.669,Quebec,Tables,2014,North America,37
Furniture,Kiev,Ukraine,RH-196388,Rick Hopkins,0.0,EMEA,1,2014-09-09 00:00:00.000,EM-2014-127121,Low,FUR-FU-10022064,"Samsung Furnishing, Standard",18.499,3,EMEA,10437,51,Consumer,2014-09-11 00:00:00.000,Second Class,2.882,Kyiv,Furnishings,2014,EMEA,37
Furniture,Paris,France,RM-110466,Rick Marley,0.0,EU,1,2014-09-09 00:00:00.000,EU-2014-126768,Medium,FUR-CH-10009653,"Hon Chair, Deluxe",3.661,4,Central,17525,26,Consumer,2014-09-09 00:00:00.000,Same Day,1.138,Ile-de-France,Chairs,2014,EU,37
Furniture,Shanghai,China,PR-160264,Pete Redmond,0.0,APAC,1,2014-09-09 00:00:00.000,AP-2014-111458,High,FUR-TA-10049644,"Avery Table, Standard",23.245,4,North Asia,50022,244,Consumer,2014-09-13 00:00:00.000,Standard Class,40.564,Shanghai,Tables,2014,APAC,37
Furniture,Kiev,Ukraine,PD-170685,Pete Dahlen,0.0,EMEA,1,2014-09-09 00:00:00.000,EM-2014-148795,High,FUR-CH-10039991,"Apple Chair, Premium",27.028,4,EMEA,41648,78,Consumer,2014-09-15 00:00:00.000,Standard Class,9.676,Kyiv,Chairs,2014,EMEA,37
Furniture,Berlin,Germany,KP-176869,Ken Prichep,0.0,EU,1,2014-09-10 00:00:00.000,EU-2014-113448,High,FUR-BO-10031717,"Xerox Bookcase, Deluxe",92.896,4,Central,4755,440,Corporate,2014-09-13 00:00:00.000,First Class,26.769,Berlin,Bookcases,2014,EU,37
Furniture,São Paulo,Brazil,GN-200418,Grace Nguyen,0.7,LATAM,1,2014-09-10 00:00:00.000,LA-2014-118117,Medium,FUR-BO-10011032,"Bush Bookcase, Standard",-66.056,3,South America,821,248,Consumer,2014-09-14 00:00:00.000,Second Class,25.994,São Paulo,Bookcases,2014,LATAM,37
Furniture,Philadelphia,United States,JK-179713,Jonathan Kim,0.3,US,1,2014-09-10 00:00:00.000,CA-2014-145473,Medium,FUR-FU-10053781,"Fellowes Furnishing, Deluxe",-19.296,2,East,49719,160,Consumer,2014-09-17 00:00:00.000,Standard Class,20.891,Pennsylvania,Furnishings,2014,North America,37
Furniture,Tehran,Iran,FW-203292,Fred Wilson,0.15,EMEA,1,2014-09-10 00:00:00.000,EM-2014-148510,High,FUR-FU-10045507,"Stockwell Furnishing, Premium",21.84,3,EMEA,44507,182,Consumer,2014-09-10 00:00:00.000,Same Day,9.562,Tehran,Furnishings,2014,EMEA,37
Furniture,Tokyo,Japan,DM-174855,Dean Marley,0.0,APAC,1,2014-09-10 00:00:00.000,AP-2014-132872,High,FUR-TA-10041370,"Cisco Table, Economy",38.747,2,North Asia,19858,136,Home Office,2014-09-13 00:00:00.000,First Class,23.322,Tokyo,Tables,2014,APAC,37
Furniture,Cairo,Egypt,JB-117068,Jonathan Brown,0.5,Africa,1,2014-09-11 00:00:00.000,AF-2014-113207,Critical,FUR-CH-10044128,"Bush Chair, Standard",-45.516,7,Africa,8626,92,Home Office,2014-09-15 00:00:00.000,Standard Class,13.238,Cairo,Chairs,2014,Africa,37
Furniture,Sydney,Australia,AB-183869,Aaron Bern,0.0,APAC,1,2014-09-11 00:00:00.000,AP-2014-129488,Critical,FUR-CH-10046886,"Hoover Chair, Economy",11.317,3,Oceania,43946,34,Consumer,2014-09-16 00:00:00.000,Standard Class,4.483,New South Wales,Chairs,2014,APAC,37
Furniture,Mexico City,Mexico,SP-184862,Sanjit Prichep,0.0,LATAM,1,2014-09-11 00:00:00.000,LA-2014-159880,Medium,FUR-CH-10027580,"Bush Chair, Standard",-16.215,3,Central America,35400,310,Consumer,2014-09-13 00:00:00.000,First Class,24.248,Distrito Federal,Chairs,2014,LATAM,37
Furniture,Kiev,Ukraine,AM-188275,Arthur Marley,0.8,EMEA,1,2014-09-11 00:00:00.000,EM-2014-133549,High,FUR-FU-10006895,"Apple Furnishing, Premium",-34.975,4,EMEA,1875,64,Home Office,2014-09-16 00:00:00.000,Standard Class,10.463,Kyiv,Furnishings,2014,EMEA,37
Furniture,Istanbul,Turkey,OS-171331,Olivia Saunders,0.0,EMEA,1,2014-09-11 00:00:00.000,EM-2014-119549,Medium,FUR-CH-10023443,"Apple Chair, Premium",1.226,3,EMEA,6705,18,Corporate,2014-09-18 00:00:00.000,Standard Class,3.773,Istanbul,Chairs,2014,EMEA,37
Furniture,Los Angeles,United States,CS-114704,Chad Saunders,0.4,US,1,2014-09-12 00:00:00.000,CA-2014-149177,High,FUR-FU-10011032,"Bush Furnishing, Standard",-0.878,2,West,8374,4,Corporate,2014-09-19 00:00:00.000,Standard Class,0.478,California,Furnishings,2014,North America,37
Furniture,Mexico City,Mexico,MS-159836,Maria Saunders,0.2,LATAM,1,2014-09-12 00:00:00.000,LA-2014-127225,Medium,FUR-CH-10015169,"Xerox Chair, Deluxe",1.544,6,Central America,38482,41,Corporate,2014-09-14 00:00:00.000,Second Class,7.012,Distrito Federal,Chairs,2014,LATAM,37
Furniture,Shanghai,China,JH-157429,Jonathan Hopkins,0.0,APAC,1,2014-09-12 00:00:00.000,AP-2014-101291,Medium,FUR-TA-10046886,"Hoover Table, Economy",10.62,2,North Asia,1480,39,Consumer,2014-09-18 00:00:00.000,Standard Class,5.065,Shanghai,Tables,2014,APAC,37
Furniture,Toronto,Canada,VB-205588,Victor Bern,0.0,Canada,1,2014-09-12 00:00:00.000,CA-2014-124994,Low,FUR-BO-10045507,"Stockwell Bookcase, Premium",124.185,2,Canada,3845,468,Corporate,2014-09-14 00:00:00.000,First Class,19.926,Ontario,Bookcases,2014,North America,37
Furniture,Toronto,Canada,VS-177625,Victor Saunders,0.0,Canada,1,2014-09-12 00:00:00.000,CA-2014-105839,Medium,FUR-BO-10045507,"Stockwell Bookcase, Premium",35.649,5,Canada,1690,90,Home Office,2014-09-12 00:00:00.000,Same Day,14.631,Ontario,Bookcases,2014,North America,37
Furniture,Jakarta,Indonesia,AN-105083,Arthur Nguyen,0.15,APAC,1,2014-09-12 00:00:00.000,AP-2014-146496,High,FUR-BO-10044128,"Bush Bookcase, Standard",246.47,5,Southeast Asia,41091,1227,Corporate,2014-09-15 00:00:00.000,Second Class,74.247,Jakarta,Bookcases,2014,APAC,37
Furniture,Madrid,Spain,SB-204253,Sanjit Brown,0.5,EU,1,2014-09-12 00:00:00.000,EU-2014-100301,Medium,FUR-BO-10005516,"Samsung Bookcase, Standard",-4.724,2,South,48013,20,Consumer,2014-09-18 00:00:00.000,Standard Class,1.103,Madrid,Bookcases,2014,EU,37
Furniture,Cairo,Egypt,PM-117563,Pete Marley,0.0,Africa,1,2014-09-13 00:00:00.000,AF-2014-103872,Medium,FUR-BO-10048265,"Xerox Bookcase, Deluxe",104.824,1,Africa,25297,260,Consumer,2014-09-17 00:00:00.000,Standard Class,39.838,Cairo,Bookcases,2014,Africa,37
Furniture,Buenos Aires,Argentina,DP-130685,Dean Prichep,0.0,LATAM,1,2014-09-13 00:00:00.000,LA-2014-152087,High,FUR-FU-10016548,"Avery Furnishing, Standard",132.353,4,South America,22815,270,Home Office,2014-09-18 00:00:00.000,Standard Class,46.73,Buenos Aires,Furnishings,2014,LATAM,37
Furniture,Madrid,Spain,AV-126732,Alice Van Huff,0.0,EU,1,2014-09-13 00:00:00.000,EU-2014-134792,Medium,FUR-FU-10024822,"Cisco Furnishing, Economy",3.261,4,South,47630,50,Consumer,2014-09-17 00:00:00.000,Standard Class,5.808,Madrid,Furnishings,2014,EU,37
Furniture,Tehran,Iran,SE-103841,Susan Engle,0.2,EMEA,1,2014-09-13 00:00:00.000,EM-2014-144882,Medium,FUR-TA-10005516,"Samsung Table, Standard",-13.252,2,EMEA,40279,129,Consumer,2014-09-17 00:00:00.000,Standard Class,4.066,Tehran,Tables,2014,EMEA,37
Furniture,Philadelphia,United States,AK-192737,Arthur Kim,0.0,US,1,2014-09-13 00:00:00.000,CA-2014-114612,High,FUR-TA-10009653,"Hon Table, Deluxe",667.591,5,East,34292,2042,Consumer,2014-09-18 00:00:00.000,Standard Class,91.172,Pennsylvania,Tables,2014,North America,37
Furniture,Buenos Aires,Argentina,CB-139915,Chad Brown,0.0,LATAM,1,2014-09-13 00:00:00.000,LA-2014-155309,Low,FUR-CH-10052402,"Acco Chair, Economy",9.698,3,South America,13279,58,Corporate,2014-09-20 00:00:00.000,Standard Class,7.458,Buenos Aires,Chairs,2014,LATAM,37
Furniture,Buenos Aires,Argentina,RP-195632,Robert Patel,0.0,LATAM,1,2014-09-13 00:00:00.000,LA-2014-153282,High,FUR-TA-10048265,"Xerox Table, Deluxe",7.514,3,South America,30770,23,Corporate,2014-09-19 00:00:00.000,Standard Class,2.094,Buenos Aires,Tables,2014,LATAM,37
Furniture,Istanbul,Turkey,DS-176658,Dean Saunders,0.0,EMEA,1,2014-09-14 00:00:00.000,EM-2014-130667,Medium,FUR-TA-10030338,"Hoover Table, Economy",0.887,3,EMEA,1466,5,Corporate,2014-09-14 00:00:00.000,Same Day,0.673,Istanbul,Tables,2014,EMEA,37
Furniture,Johannesburg,South Africa,FW-212888,Fred Wilson,0.0,Africa,1,2014-09-14 00:00:00.000,AF-2014-111836,Medium,FUR-CH-10031717,"Xerox Chair, Deluxe",56.027,3,Africa,6439,197,Consumer,2014-09-18 00:00:00.000,Second Class,37.401,Gauteng,Chairs,2014,Africa,37
Furniture,Jakarta,Indonesia,MJ-179867,Mark Jones,0.1,APAC,1,2014-09-14 00:00:00.000,AP-2014-138975,High,FUR-FU-10028959,"Stockwell Furnishing, Premium",2.458,4,Southeast Asia,7231,39,Consumer,2014-09-16 00:00:00.000,Second Class,6.075,Jakarta,Furnishings,2014,APAC,37
Furniture,Johannesburg,South Africa,RM-205843,Robert McCarthy,0.0,Africa,1,2014-09-14 00:00:00.000,AF-2014-157057,Critical,FUR-TA-10017927,"Eldon Table, Premium",64.225,4,Africa,41941,229,Home Office,2014-09-19 00:00:00.000,Second Class,41.36,Gauteng,Tables,2014,Africa,37
Furniture,New York City,United States,ML-100916,Maria Lonsdale,0.4,US,1,2014-09-14 00:00:00.000,CA-2014-124842,Medium,FUR-FU-10051023,"Eldon Furnishing, Premium",-65.077,3,East,2944,208,Corporate,2014-09-19 00:00:00.000,Standard Class,18.991,New York,Furnishings,2014,North America,37
Furniture,Mumbai,India,ZP-146655,Zuschuss Prichep,0.1,APAC,1,2014-09-14 00:00:00.000,AP-2014-156906,Medium,FUR-CH-10022064,"Samsung Chair, Standard",1.423,4,Central Asia,13729,7,Consumer,2014-09-20 00:00:00.000,Standard Class,0.734,Maharashtra,Chairs,2014,APAC,37
Furniture,Los Angeles,United States,AN-105083,Arthur Nguyen,0.0,US,1,2014-09-14 00:00:00.000,CA-2014-125340,Medium,FUR-FU-10002758,"Acco Furnishing, Economy",5.319,1,West,14875,18,Corporate,2014-09-21 00:00:00.000,Standard Class,3.587,California,Furnishings,2014,North America,37
Furniture,Johannesburg,South Africa,CN-193368,Chad Nguyen,0.4,Africa,1,2014-09-14 00:00:00.000,AF-2014-137040,Medium,FUR-TA-10002758,"Acco Table, Economy",-13.701,4,Africa,46402,55,Home Office,2014-09-14 00:00:00.000,Same Day,8.474,Gauteng,Tables,2014,Africa,37
Furniture,Madrid,Spain,AN-118059,Alice Nguyen,0.85,EU,1,2014-09-14 00:00:00.000,EU-2014-137595,Medium,FUR-CH-10015169,"Xerox Chair, Deluxe",-116.195,3,South,8922,191,Home Office,2014-09-18 00:00:00.000,Standard Class,9.564,Madrid,Chairs,2014,EU,37
Furniture,Houston,United States,KS-184688,Ken Sievert,0.0,US,1,2014-09-14 00:00:00.000,CA-2014-113039,Medium,FUR-TA-10028959,"Stockwell Table, Premium",15.835,2,Central,27735,52,Consumer,2014-09-19 00:00:00.000,Standard Class,8.431,Texas,Tables,2014,North America,37
Furniture,London,United Kingdom,RP-114866,Rick Price,0.0,EU,1,2014-09-15 00:00:00.000,EU-2014-101976,High,FUR-BO-10042749,"Hon Bookcase, Deluxe",1557.66,4,North,47149,4582,Home Office,2014-09-19 00:00:00.000,Second Class,233.124,England,Bookcases,2014,EU,38
Furniture,Buenos Aires,Argentina,MH-187097,Maria Hopkins,0.1,LATAM,1,2014-09-15 00:00:00.000,LA-2014-139935,Medium,FUR-TA-10051023,"Eldon Table, Premium",-52.57,4,South America,3682,1348,Consumer,2014-09-19 00:00:00.000,Standard Class,245.361,Buenos Aires,Tables,2014,LATAM,38
Furniture,Buenos Aires,Argentina,GP-219152,Grace Prichep,0.0,LATAM,1,2014-09-15 00:00:00.000,LA-2014-105222,High,FUR-FU-10019306,"Acco Furnishing, Economy",28.055,2,South America,33623,211,Consumer,2014-09-19 00:00:00.000,Standard Class,11.239,Buenos Aires,Furnishings,2014,LATAM,38
Furniture,Mexico City,Mexico,SE-208709,Sanjit Engle,0.0,LATAM,1,2014-09-15 00:00:00.000,LA-2014-147452,Medium,FUR-FU-10046886,"Hoover Furnishing, Economy",353.706,5,Central America,22887,1633,Consumer,2014-09-21 00:00:00.000,Standard Class,279.729,Distrito Federal,Furnishings,2014,LATAM,38
Furniture,Mumbai,India,DK-123337,Dean Kim,0.0,APAC,1,2014-09-15 00:00:00.000,AP-2014-153179,High,FUR-BO-10051023,"Eldon Bookcase, Premium",129.141,2,Central Asia,1435,822,Corporate,2014-09-22 00:00:00.000,Standard Class,116.527,Maharashtra,Bookcases,2014,APAC,38
Furniture,São Paulo,Brazil,MP-119592,Mark Prichep,0.0,LATAM,1,2014-09-15 00:00:00.000,LA-2014-114793,Medium,FUR-TA-10033096,"Avery Table, Standard",24.222,4,South America,6925,59,Consumer,2014-09-20 00:00:00.000,Second Class,3.351,São Paulo,Tables,2014,LATAM,38
Furniture,Mexico City,Mexico,AM-125356,Arthur Marley,0.2,LATAM,1,2014-09-15 00:00:00.000,LA-2014-131836,Medium,FUR-FU-10033096,"Avery Furnishing, Standard",-0.631,4,Central America,24092,38,Consumer,2014-09-21 00:00:00.000,Standard Class,5.779,Distrito Federal,Furnishings,2014,LATAM,38
Furniture,Mexico City,Mexico,AS-170812,Aaron Sievert,0.2,LATAM,1,2014-09-16 00:00:00.000,LA-2014-140336,Medium,FUR-BO-10002758,"Acco Bookcase, Economy",68.128,5,Central America,28109,200,Corporate,2014-09-23 00:00:00.000,Standard Class,17.208,Distrito Federal,Bookcases,2014,LATAM,38
Furniture,Paris,France,MS-218587,Maria Sievert,0.0,EU,1,2014-09-16 00:00:00.000,EU-2014-112357,Medium,FUR-TA-10009653,"Hon Table, Deluxe",3.118,3,Central,20807,55,Consumer,2014-09-23 00:00:00.000,Standard Class,9.806,Ile-de-France,Tables,2014,EU,38
Furniture,Chicago,United States,HN-183078,Hallie Nguyen,0.0,US,1,2014-09-16 00:00:00.000,CA-2014-114503,High,FUR-CH-10038612,"Samsung Chair, Standard",2.371,5,Central,45678,25,Consumer,2014-09-23 00:00:00.000,Standard Class,2.551,Illinois,Chairs,2014,North America,38
Furniture,Cairo,Egypt,GV-100732,Grace Van Huff,0.8,Africa,1,2014-09-16 00:00:00.000,AF-2014-132204,High,FUR-FU-10019306,"Acco Furnishing, Economy",-30.763,3,Africa,28282,45,Home Office,2014-09-18 00:00:00.000,Second Class,6.354,Cairo,Furnishings,2014,Africa,38
Furniture,Sydney,Australia,TS-189008,Tamara Sievert,0.0,APAC,1,2014-09-16 00:00:00.000,AP-2014-140431,High,FUR-FU-10023443,"Apple Furnishing, Premium",61.459,4,Oceania,21361,312,Corporate,2014-09-21 00:00:00.000,Standard Class,43.974,New South Wales,Furnishings,2014,APAC,38
Furniture,Chicago,United States,AW-200806,Aaron Wilson,0.1,US,1,2014-09-16 00:00:00.000,CA-2014-120335,Medium,FUR-FU-10052402,"Acco Furnishing, Economy",6.567,3,Central,49980,85,Consumer,2014-09-21 00:00:00.000,Second Class,12.231,Illinois,Furnishings,2014,North America,38
Furniture,Philadelphia,United States,SV-189398,Susan Van Huff,0.0,US,1,2014-09-16 00:00:00.000,CA-2014-147946,Medium,FUR-FU-10051023,"Eldon Furnishing, Premium",219.271,3,East,465,804,Consumer,2014-09-19 00:00:00.000,First Class,148.32,Pennsylvania,Furnishings,2014,North America,38
Furniture,Kiev,Ukraine,SB-213533,Susan Bern,0.0,EMEA,1,2014-09-16 00:00:00.000,EM-2014-120147,Low,FUR-FU-10015169,"Xerox Furnishing, Deluxe",44.389,2,EMEA,29904,124,Consumer,2014-09-23 00:00:00.000,Standard Class,14.573,Kyiv,Furnishings,2014,EMEA,38
Furniture,Los Angeles,United States,FH-168081,Fred Hopkins,0.0,US,1,2014-09-16 00:00:00.000,CA-2014-114490,Low,FUR-BO-10017927,"Eldon Bookcase, Premium",75.619,2,West,41527,230,Consumer,2014-09-20 00:00:00.000,Second Class,10.844,California,Bookcases,2014,North America,38
Furniture,Cairo,Egypt,DM-152622,Dean McCarthy,0.0,Africa,1,2014-09-16 00:00:00.000,AF-2014-150568,High,FUR-TA-10009653,"Hon Table, Deluxe",-1.334,4,Africa,32160,48,Consumer,2014-09-20 00:00:00.000,Standard Class,7.267,Cairo,Tables,2014,Africa,38
Furniture,Los Angeles,United States,VM-137553,Victor McCarthy,0.0,US,1,2014-09-17 00:00:00.000,CA-2014-132630,Medium,FUR-BO-10035854,"Acco Bookcase, Economy",14.103,4,West,7526,57,Consumer,2014-09-24 00:00:00.000,Standard Class,9.414,California,Bookcases,2014,North America,38
Furniture,Mexico City,Mexico,ML-138612,Mark Lonsdale,0.2,LATAM,1,2014-09-17 00:00:00.000,LA-2014-149780,Medium,FUR-FU-10048265,"Xerox Furnishing, Deluxe",40.907,2,Central America,15888,142,Corporate,2014-09-20 00:00:00.000,Second Class,18.019,Distrito Federal,Furnishings,2014,LATAM,38
Furniture,São Paulo,Brazil,ES-134316,Emily Saunders,0.4,LATAM,1,2014-09-17 00:00:00.000,LA-2014-158612,Medium,FUR-CH-10004137,"Fellowes Chair, Deluxe",-0.091,3,South America,46972,22,Corporate,2014-09-20 00:00:00.000,Second Class,5.113,São Paulo,Chairs,2014,LATAM,38
Furniture,Berlin,Germany,SD-126678,Sanjit Dahlen,0.0,EU,1,2014-09-17 00:00:00.000,EU-2014-117193,Critical,FUR-BO-10031717,"Xerox Bookcase, Deluxe",27.621,5,Central,44007,187,Corporate,2014-09-23 00:00:00.000,Standard Class,20.288,Berlin,Bookcases,2014,EU,38
Furniture,London,United Kingdom,EB-190716,Emily Brown,0.15,EU,1,2014-09-17 00:00:00.000,EU-2014-114021,Medium,FUR-BO-10020685,"Fellowes Bookcase, Deluxe",-1.313,2,North,30855,60,Consumer,2014-09-24 00:00:00.000,Standard Class,3.919,England,Bookcases,2014,EU,38
Furniture,Houston,United States,HB-136243,Hallie Brown,0.5,US,1,2014-09-17 00:00:00.000,CA-2014-158981,Medium,FUR-FU-10048265,"Xerox Furnishing, Deluxe",-6.4,5,Central,29893,24,Consumer,2014-09-21 00:00:00.000,Standard Class,1.711,Texas,Furnishings,2014,North America,38
Furniture,São Paulo,Brazil,TE-118387,Tamara Engle,0.4,LATAM,1,2014-09-17 00:00:00.000,LA-2014-151166,High,FUR-CH-10019306,"Acco Chair, Economy",-101.551,5,South America,49403,245,Consumer,2014-09-19 00:00:00.000,First Class,19.727,São Paulo,Chairs,2014,LATAM,38
Furniture,Paris,France,AS-211881,Arthur Saunders,0.1,EU,1,2014-09-18 00:00:00.000,EU-2014-142207,Medium,FUR-FU-10049644,"Avery Furnishing, Standard",1.727,1,Central,2207,25,Consumer,2014-09-24 00:00:00.000,Standard Class,3.626,Ile-de-France,Furnishings,2014,EU,38
Furniture,São Paulo,Brazil,RL-144317,Robert Lonsdale,0.2,LATAM,1,2014-09-18 00:00:00.000,LA-2014-112605,Medium,FUR-FU-10035854,"Acco Furnishing, Economy",-16.587,2,South America,16542,44,Consumer,2014-09-22 00:00:00.000,Standard Class,5.929,São Paulo,Furnishings,2014,LATAM,38
